Premium Alcohol Master List (534 products);;;;;;;;;;;;;;;
Prepared March 8, 2026. Retailer columns are a mixed dataset: exact sampled listings were used where I could verify them, and the remaining rows are typical/estimated South African shelf prices based on brand tier, bottle size, and retailer positioning.;;;;;;;;;;;;;;;
Image Search URL opens a product image search rather than a direct hosted image file, because direct hotlinked retailer image URLs are unstable across stores.;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Product Name;Category;Bottle Size;Country of Origin;Alcohol %;Cheapest Price (ZAR);Cheapest Retailer;Checkers Price (est.);Pick n Pay Price (est.);TOPS Price (est.);Woolworths Price (est.);Norman Goodfellows Price (est.);Image Search URL;Product Search URL;Notes;Suggested Image Search Term
Clase Azul Plata;Tequila & Mezcal;750ml;Mexico;;R3 800,00;Norman Goodfellows;;;;;R3 800,00;https://www.google.com/search?tbm=isch&q=Clase+Azul+Plata+bottle+pack+product+image;https://www.google.com/search?q=Clase+Azul+Plata+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Clase Azul Plata bottle pack product image
Casa Dragones Blanco;Tequila & Mezcal;750ml;Mexico;;R1 600,50;TOPS;R1 683,00;R1 666,50;R1 600,50;R1 699,50;R1 650,00;https://www.google.com/search?tbm=isch&q=Casa+Dragones+Blanco+bottle+pack+product+image;https://www.google.com/search?q=Casa+Dragones+Blanco+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Casa Dragones Blanco bottle pack product image
Casa Dragones Joven;Tequila & Mezcal;750ml;Mexico;;R3 800,00;Norman Goodfellows;;;;;R3 800,00;https://www.google.com/search?tbm=isch&q=Casa+Dragones+Joven+bottle+pack+product+image;https://www.google.com/search?q=Casa+Dragones+Joven+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Casa Dragones Joven bottle pack product image
Casamigos Blanco;Tequila & Mezcal;750ml;Mexico;;R705,60;TOPS;R720,00;R734,40;R705,60;R756,00;R712,80;https://www.google.com/search?tbm=isch&q=Casamigos+Blanco+bottle+pack+product+image;https://www.google.com/search?q=Casamigos+Blanco+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Casamigos Blanco bottle pack product image
Casamigos Reposado;Tequila & Mezcal;750ml;Mexico;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Casamigos+Reposado+bottle+pack+product+image;https://www.google.com/search?q=Casamigos+Reposado+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Casamigos Reposado bottle pack product image
Casamigos Añejo;Tequila & Mezcal;750ml;Mexico;;R1 600,50;TOPS;R1 683,00;R1 666,50;R1 600,50;R1 699,50;R1 650,00;https://www.google.com/search?tbm=isch&q=Casamigos+A%C3%B1ejo+bottle+pack+product+image;https://www.google.com/search?q=Casamigos+A%C3%B1ejo+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Casamigos Añejo bottle pack product image
Herradura Silver;Tequila & Mezcal;750ml;Mexico;;R705,60;TOPS;R720,00;R734,40;R705,60;R756,00;R712,80;https://www.google.com/search?tbm=isch&q=Herradura+Silver+bottle+pack+product+image;https://www.google.com/search?q=Herradura+Silver+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Herradura Silver bottle pack product image
Herradura Reposado;Tequila & Mezcal;750ml;Mexico;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Herradura+Reposado+bottle+pack+product+image;https://www.google.com/search?q=Herradura+Reposado+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Herradura Reposado bottle pack product image
Herradura Añejo;Tequila & Mezcal;750ml;Mexico;;R1 600,50;TOPS;R1 683,00;R1 666,50;R1 600,50;R1 699,50;R1 650,00;https://www.google.com/search?tbm=isch&q=Herradura+A%C3%B1ejo+bottle+pack+product+image;https://www.google.com/search?q=Herradura+A%C3%B1ejo+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Herradura Añejo bottle pack product image
1800 Silver;Tequila & Mezcal;750ml;Mexico;;R705,60;TOPS;R720,00;R734,40;R705,60;R756,00;R712,80;https://www.google.com/search?tbm=isch&q=1800+Silver+bottle+pack+product+image;https://www.google.com/search?q=1800+Silver+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";1800 Silver bottle pack product image
1800 Reposado;Tequila & Mezcal;750ml;Mexico;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=1800+Reposado+bottle+pack+product+image;https://www.google.com/search?q=1800+Reposado+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";1800 Reposado bottle pack product image
1800 Añejo;Tequila & Mezcal;750ml;Mexico;;R1 600,50;TOPS;R1 683,00;R1 666,50;R1 600,50;R1 699,50;R1 650,00;https://www.google.com/search?tbm=isch&q=1800+A%C3%B1ejo+bottle+pack+product+image;https://www.google.com/search?q=1800+A%C3%B1ejo+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";1800 Añejo bottle pack product image
Jose Cuervo Reserva de la Familia;Tequila & Mezcal;750ml;Mexico;;R1 600,50;TOPS;R1 683,00;R1 666,50;R1 600,50;R1 699,50;R1 650,00;https://www.google.com/search?tbm=isch&q=Jose+Cuervo+Reserva+de+la+Familia+bottle+pack+product+image;https://www.google.com/search?q=Jose+Cuervo+Reserva+de+la+Familia+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Jose Cuervo Reserva de la Familia bottle pack product image
Espolòn Blanco;Tequila & Mezcal;750ml;Mexico;;R705,60;TOPS;R720,00;R734,40;R705,60;R756,00;R712,80;https://www.google.com/search?tbm=isch&q=Espol%C3%B2n+Blanco+bottle+pack+product+image;https://www.google.com/search?q=Espol%C3%B2n+Blanco+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Espolòn Blanco bottle pack product image
Espolòn Reposado;Tequila & Mezcal;750ml;Mexico;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Espol%C3%B2n+Reposado+bottle+pack+product+image;https://www.google.com/search?q=Espol%C3%B2n+Reposado+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Espolòn Reposado bottle pack product image
Olmeca Altos Plata;Tequila & Mezcal;750ml;Mexico;;R705,60;TOPS;R720,00;R734,40;R705,60;R756,00;R712,80;https://www.google.com/search?tbm=isch&q=Olmeca+Altos+Plata+bottle+pack+product+image;https://www.google.com/search?q=Olmeca+Altos+Plata+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Olmeca Altos Plata bottle pack product image
Olmeca Altos Reposado;Tequila & Mezcal;750ml;Mexico;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Olmeca+Altos+Reposado+bottle+pack+product+image;https://www.google.com/search?q=Olmeca+Altos+Reposado+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Olmeca Altos Reposado bottle pack product image
Código 1530 Blanco;Tequila & Mezcal;750ml;Mexico;;R539,00;TOPS;R550,00;R561,00;R539,00;R577,50;R544,50;https://www.google.com/search?tbm=isch&q=C%C3%B3digo+1530+Blanco+bottle+pack+product+image;https://www.google.com/search?q=C%C3%B3digo+1530+Blanco+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Código 1530 Blanco bottle pack product image
Código 1530 Reposado;Tequila & Mezcal;750ml;Mexico;;R1 600,50;TOPS;R1 683,00;R1 666,50;R1 600,50;R1 699,50;R1 650,00;https://www.google.com/search?tbm=isch&q=C%C3%B3digo+1530+Reposado+bottle+pack+product+image;https://www.google.com/search?q=C%C3%B3digo+1530+Reposado+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Código 1530 Reposado bottle pack product image
Teremana Blanco;Tequila & Mezcal;750ml;Mexico;;R705,60;TOPS;R720,00;R734,40;R705,60;R756,00;R712,80;https://www.google.com/search?tbm=isch&q=Teremana+Blanco+bottle+pack+product+image;https://www.google.com/search?q=Teremana+Blanco+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Teremana Blanco bottle pack product image
Teremana Reposado;Tequila & Mezcal;750ml;Mexico;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Teremana+Reposado+bottle+pack+product+image;https://www.google.com/search?q=Teremana+Reposado+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Teremana Reposado bottle pack product image
El Jimador Reposado;Tequila & Mezcal;750ml;Mexico;;R539,00;TOPS;R550,00;R561,00;R539,00;R577,50;R544,50;https://www.google.com/search?tbm=isch&q=El+Jimador+Reposado+bottle+pack+product+image;https://www.google.com/search?q=El+Jimador+Reposado+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";El Jimador Reposado bottle pack product image
Milagro Silver;Tequila & Mezcal;750ml;Mexico;;R705,60;TOPS;R720,00;R734,40;R705,60;R756,00;R712,80;https://www.google.com/search?tbm=isch&q=Milagro+Silver+bottle+pack+product+image;https://www.google.com/search?q=Milagro+Silver+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Milagro Silver bottle pack product image
Milagro Reposado;Tequila & Mezcal;750ml;Mexico;;R833,00;TOPS;R850,00;R867,00;R833,00;R892,50;R841,50;https://www.google.com/search?tbm=isch&q=Milagro+Reposado+bottle+pack+product+image;https://www.google.com/search?q=Milagro+Reposado+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Milagro Reposado bottle pack product image
Del Maguey Vida Mezcal;Tequila & Mezcal;750ml;Mexico;;R931,00;TOPS;R950,00;R969,00;R931,00;R997,50;R940,50;https://www.google.com/search?tbm=isch&q=Del+Maguey+Vida+Mezcal+bottle+pack+product+image;https://www.google.com/search?q=Del+Maguey+Vida+Mezcal+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Del Maguey Vida Mezcal bottle pack product image
Montelobos Mezcal;Tequila & Mezcal;750ml;Mexico;;R931,00;TOPS;R950,00;R969,00;R931,00;R997,50;R940,50;https://www.google.com/search?tbm=isch&q=Montelobos+Mezcal+bottle+pack+product+image;https://www.google.com/search?q=Montelobos+Mezcal+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Montelobos Mezcal bottle pack product image
Ron Zacapa 23;Rum;750ml;;;R931,00;TOPS;R950,00;R969,00;R931,00;R997,50;R940,50;https://www.google.com/search?tbm=isch&q=Ron+Zacapa+23+bottle+pack+product+image;https://www.google.com/search?q=Ron+Zacapa+23+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Ron Zacapa 23 bottle pack product image
Ron Zacapa XO;Rum;750ml;;;R1 261,00;TOPS;R1 326,00;R1 313,00;R1 261,00;R1 365,00;R1 300,00;https://www.google.com/search?tbm=isch&q=Ron+Zacapa+XO+bottle+pack+product+image;https://www.google.com/search?q=Ron+Zacapa+XO+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Ron Zacapa XO bottle pack product image
Diplomático Reserva Exclusiva;Rum;750ml;;;R931,00;TOPS;R950,00;R969,00;R931,00;R997,50;R940,50;https://www.google.com/search?tbm=isch&q=Diplom%C3%A1tico+Reserva+Exclusiva+bottle+pack+product+image;https://www.google.com/search?q=Diplom%C3%A1tico+Reserva+Exclusiva+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Diplomático Reserva Exclusiva bottle pack product image
Diplomático Mantuano;Rum;750ml;;;R343,00;TOPS;R350,00;R357,00;R343,00;R367,50;R346,50;https://www.google.com/search?tbm=isch&q=Diplom%C3%A1tico+Mantuano+bottle+pack+product+image;https://www.google.com/search?q=Diplom%C3%A1tico+Mantuano+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Diplomático Mantuano bottle pack product image
Diplomático Planas;Rum;750ml;;;R343,00;TOPS;R350,00;R357,00;R343,00;R367,50;R346,50;https://www.google.com/search?tbm=isch&q=Diplom%C3%A1tico+Planas+bottle+pack+product+image;https://www.google.com/search?q=Diplom%C3%A1tico+Planas+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Diplomático Planas bottle pack product image
Mount Gay Eclipse;Rum;750ml;;;R343,00;TOPS;R350,00;R357,00;R343,00;R367,50;R346,50;https://www.google.com/search?tbm=isch&q=Mount+Gay+Eclipse+bottle+pack+product+image;https://www.google.com/search?q=Mount+Gay+Eclipse+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Mount Gay Eclipse bottle pack product image
Mount Gay Black Barrel;Rum;750ml;;;R607,60;TOPS;R620,00;R632,40;R607,60;R651,00;R613,80;https://www.google.com/search?tbm=isch&q=Mount+Gay+Black+Barrel+bottle+pack+product+image;https://www.google.com/search?q=Mount+Gay+Black+Barrel+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Mount Gay Black Barrel bottle pack product image
Mount Gay XO;Rum;750ml;;;R1 261,00;TOPS;R1 326,00;R1 313,00;R1 261,00;R1 365,00;R1 300,00;https://www.google.com/search?tbm=isch&q=Mount+Gay+XO+bottle+pack+product+image;https://www.google.com/search?q=Mount+Gay+XO+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Mount Gay XO bottle pack product image
Appleton Estate Signature;Rum;750ml;;;R343,00;TOPS;R350,00;R357,00;R343,00;R367,50;R346,50;https://www.google.com/search?tbm=isch&q=Appleton+Estate+Signature+bottle+pack+product+image;https://www.google.com/search?q=Appleton+Estate+Signature+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Appleton Estate Signature bottle pack product image
Appleton Estate 8 Year Old;Rum;750ml;;;R607,60;TOPS;R620,00;R632,40;R607,60;R651,00;R613,80;https://www.google.com/search?tbm=isch&q=Appleton+Estate+8+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Appleton+Estate+8+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Appleton Estate 8 Year Old bottle pack product image
Appleton Estate 12 Year Old;Rum;750ml;;;R931,00;TOPS;R950,00;R969,00;R931,00;R997,50;R940,50;https://www.google.com/search?tbm=isch&q=Appleton+Estate+12+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Appleton+Estate+12+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Appleton Estate 12 Year Old bottle pack product image
Plantation 3 Stars;Rum;750ml;;;R343,00;TOPS;R350,00;R357,00;R343,00;R367,50;R346,50;https://www.google.com/search?tbm=isch&q=Plantation+3+Stars+bottle+pack+product+image;https://www.google.com/search?q=Plantation+3+Stars+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Plantation 3 Stars bottle pack product image
Plantation XO 20th Anniversary;Rum;750ml;;;R1 261,00;TOPS;R1 326,00;R1 313,00;R1 261,00;R1 365,00;R1 300,00;https://www.google.com/search?tbm=isch&q=Plantation+XO+20th+Anniversary+bottle+pack+product+image;https://www.google.com/search?q=Plantation+XO+20th+Anniversary+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Plantation XO 20th Anniversary bottle pack product image
Plantation Pineapple;Rum;750ml;;;R343,00;TOPS;R350,00;R357,00;R343,00;R367,50;R346,50;https://www.google.com/search?tbm=isch&q=Plantation+Pineapple+bottle+pack+product+image;https://www.google.com/search?q=Plantation+Pineapple+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Plantation Pineapple bottle pack product image
Havana Club 3 Años;Rum;750ml;;;R343,00;TOPS;R350,00;R357,00;R343,00;R367,50;R346,50;https://www.google.com/search?tbm=isch&q=Havana+Club+3+A%C3%B1os+bottle+pack+product+image;https://www.google.com/search?q=Havana+Club+3+A%C3%B1os+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Havana Club 3 Años bottle pack product image
Havana Club 7 Años;Rum;750ml;;;R607,60;TOPS;R620,00;R632,40;R607,60;R651,00;R613,80;https://www.google.com/search?tbm=isch&q=Havana+Club+7+A%C3%B1os+bottle+pack+product+image;https://www.google.com/search?q=Havana+Club+7+A%C3%B1os+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Havana Club 7 Años bottle pack product image
Havana Club Selección de Maestros;Rum;750ml;;;R343,00;TOPS;R350,00;R357,00;R343,00;R367,50;R346,50;https://www.google.com/search?tbm=isch&q=Havana+Club+Selecci%C3%B3n+de+Maestros+bottle+pack+product+image;https://www.google.com/search?q=Havana+Club+Selecci%C3%B3n+de+Maestros+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Havana Club Selección de Maestros bottle pack product image
El Dorado 12 Year Old;Rum;750ml;;;R607,60;TOPS;R620,00;R632,40;R607,60;R651,00;R613,80;https://www.google.com/search?tbm=isch&q=El+Dorado+12+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=El+Dorado+12+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";El Dorado 12 Year Old bottle pack product image
El Dorado 15 Year Old;Rum;750ml;;;R931,00;TOPS;R950,00;R969,00;R931,00;R997,50;R940,50;https://www.google.com/search?tbm=isch&q=El+Dorado+15+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=El+Dorado+15+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";El Dorado 15 Year Old bottle pack product image
Bacardi Reserva Ocho;Rum;750ml;;;R607,60;TOPS;R620,00;R632,40;R607,60;R651,00;R613,80;https://www.google.com/search?tbm=isch&q=Bacardi+Reserva+Ocho+bottle+pack+product+image;https://www.google.com/search?q=Bacardi+Reserva+Ocho+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Bacardi Reserva Ocho bottle pack product image
Bacardi Gran Reserva Diez;Rum;750ml;;;R343,00;TOPS;R350,00;R357,00;R343,00;R367,50;R346,50;https://www.google.com/search?tbm=isch&q=Bacardi+Gran+Reserva+Diez+bottle+pack+product+image;https://www.google.com/search?q=Bacardi+Gran+Reserva+Diez+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Bacardi Gran Reserva Diez bottle pack product image
The Kraken Black Spiced;Rum;750ml;;;R343,00;TOPS;R350,00;R357,00;R343,00;R367,50;R346,50;https://www.google.com/search?tbm=isch&q=The+Kraken+Black+Spiced+bottle+pack+product+image;https://www.google.com/search?q=The+Kraken+Black+Spiced+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";The Kraken Black Spiced bottle pack product image
Captain Morgan Private Stock;Rum;750ml;;;R343,00;TOPS;R350,00;R357,00;R343,00;R367,50;R346,50;https://www.google.com/search?tbm=isch&q=Captain+Morgan+Private+Stock+bottle+pack+product+image;https://www.google.com/search?q=Captain+Morgan+Private+Stock+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Captain Morgan Private Stock bottle pack product image
Goslings Black Seal;Rum;750ml;;;R343,00;TOPS;R350,00;R357,00;R343,00;R367,50;R346,50;https://www.google.com/search?tbm=isch&q=Goslings+Black+Seal+bottle+pack+product+image;https://www.google.com/search?q=Goslings+Black+Seal+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Goslings Black Seal bottle pack product image
Flor de Caña 12 Year Old;Rum;750ml;;;R931,00;TOPS;R950,00;R969,00;R931,00;R997,50;R940,50;https://www.google.com/search?tbm=isch&q=Flor+de+Ca%C3%B1a+12+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Flor+de+Ca%C3%B1a+12+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Flor de Caña 12 Year Old bottle pack product image
Flor de Caña 18 Year Old;Rum;750ml;;;R1 261,00;TOPS;R1 326,00;R1 313,00;R1 261,00;R1 365,00;R1 300,00;https://www.google.com/search?tbm=isch&q=Flor+de+Ca%C3%B1a+18+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Flor+de+Ca%C3%B1a+18+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Flor de Caña 18 Year Old bottle pack product image
Santa Teresa 1796;Rum;750ml;;;R931,00;TOPS;R950,00;R969,00;R931,00;R997,50;R940,50;https://www.google.com/search?tbm=isch&q=Santa+Teresa+1796+bottle+pack+product+image;https://www.google.com/search?q=Santa+Teresa+1796+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Santa Teresa 1796 bottle pack product image
Chairman's Reserve;Rum;750ml;;;R343,00;TOPS;R350,00;R357,00;R343,00;R367,50;R346,50;https://www.google.com/search?tbm=isch&q=Chairman%27s+Reserve+bottle+pack+product+image;https://www.google.com/search?q=Chairman%27s+Reserve+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Chairman's Reserve bottle pack product image
Worthy Park Single Estate Reserve;Rum;750ml;;;R343,00;TOPS;R350,00;R357,00;R343,00;R367,50;R346,50;https://www.google.com/search?tbm=isch&q=Worthy+Park+Single+Estate+Reserve+bottle+pack+product+image;https://www.google.com/search?q=Worthy+Park+Single+Estate+Reserve+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Worthy Park Single Estate Reserve bottle pack product image
Dead Man's Fingers Spiced Rum;Rum;750ml;;;R343,00;TOPS;R350,00;R357,00;R343,00;R367,50;R346,50;https://www.google.com/search?tbm=isch&q=Dead+Man%27s+Fingers+Spiced+Rum+bottle+pack+product+image;https://www.google.com/search?q=Dead+Man%27s+Fingers+Spiced+Rum+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Dead Man's Fingers Spiced Rum bottle pack product image
Heineken Original;Beer - Premium;330ml / 340ml / 500ml;;;R34,30;TOPS;R35,00;R35,70;R34,30;R36,75;;https://www.google.com/search?tbm=isch&q=Heineken+Original+bottle+pack+product+image;https://www.google.com/search?q=Heineken+Original+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Heineken Original bottle pack product image
Heineken Silver;Beer - Premium;330ml / 340ml / 500ml;;;R34,30;TOPS;R35,00;R35,70;R34,30;R36,75;;https://www.google.com/search?tbm=isch&q=Heineken+Silver+bottle+pack+product+image;https://www.google.com/search?q=Heineken+Silver+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Heineken Silver bottle pack product image
Heineken 0.0;Beer - Premium;330ml / 340ml / 500ml;;;R34,30;TOPS;R35,00;R35,70;R34,30;R36,75;;https://www.google.com/search?tbm=isch&q=Heineken+0.0+bottle+pack+product+image;https://www.google.com/search?q=Heineken+0.0+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Heineken 0.0 bottle pack product image
Corona Extra;Beer - Premium;330ml / 340ml / 500ml;;;R34,30;TOPS;R35,00;R35,70;R34,30;R36,75;;https://www.google.com/search?tbm=isch&q=Corona+Extra+bottle+pack+product+image;https://www.google.com/search?q=Corona+Extra+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Corona Extra bottle pack product image
Corona Cero;Beer - Premium;330ml / 340ml / 500ml;;;R34,30;TOPS;R35,00;R35,70;R34,30;R36,75;;https://www.google.com/search?tbm=isch&q=Corona+Cero+bottle+pack+product+image;https://www.google.com/search?q=Corona+Cero+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Corona Cero bottle pack product image
Stella Artois;Beer - Premium;330ml / 340ml / 500ml;;;R34,30;TOPS;R35,00;R35,70;R34,30;R36,75;;https://www.google.com/search?tbm=isch&q=Stella+Artois+bottle+pack+product+image;https://www.google.com/search?q=Stella+Artois+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Stella Artois bottle pack product image
Peroni Nastro Azzurro;Beer - Premium;330ml / 340ml / 500ml;;;R34,30;TOPS;R35,00;R35,70;R34,30;R36,75;;https://www.google.com/search?tbm=isch&q=Peroni+Nastro+Azzurro+bottle+pack+product+image;https://www.google.com/search?q=Peroni+Nastro+Azzurro+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Peroni Nastro Azzurro bottle pack product image
Peroni Gluten Free;Beer - Premium;330ml / 340ml / 500ml;;;R34,30;TOPS;R35,00;R35,70;R34,30;R36,75;;https://www.google.com/search?tbm=isch&q=Peroni+Gluten+Free+bottle+pack+product+image;https://www.google.com/search?q=Peroni+Gluten+Free+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Peroni Gluten Free bottle pack product image
Guinness Draught;Beer - Premium;330ml / 340ml / 500ml;;;R34,30;TOPS;R35,00;R35,70;R34,30;R36,75;;https://www.google.com/search?tbm=isch&q=Guinness+Draught+bottle+pack+product+image;https://www.google.com/search?q=Guinness+Draught+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Guinness Draught bottle pack product image
Guinness Foreign Extra Stout;Beer - Premium;330ml / 340ml / 500ml;;;R34,30;TOPS;R35,00;R35,70;R34,30;R36,75;;https://www.google.com/search?tbm=isch&q=Guinness+Foreign+Extra+Stout+bottle+pack+product+image;https://www.google.com/search?q=Guinness+Foreign+Extra+Stout+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Guinness Foreign Extra Stout bottle pack product image
